id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-1186599,2025-07-21,000001,Vente,415900,35,,RUE CHARLES FLOQUET,0630,92500,92063,Rueil-Malmaison,92,,,92063000AZ0426,,,237,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.17652,48.870377
2025-1186600,2025-07-16,000001,Vente,150500,10,B,RUE LUCIEN VOILIN,5175,92800,92062,Puteaux,92,,,920620000Y0030,,,13,,6,21.55,,,,,,,2,2,Appartement,21,1,,,,,,2.236415,48.882086
2025-1186600,2025-07-16,000001,Vente,150500,10,B,RUE LUCIEN VOILIN,5175,92800,92062,Puteaux,92,,,920620000Y0030,,,13,,6,21.55,,,,,,,2,3,Dépendance,,0,,,,,,2.236415,48.882086
2025-1186601,2025-07-16,000001,Vente,485000,116,,BD HENRI SELLIER,4440,92150,92073,Suresnes,92,,,92073000AE0009,,,45,,7,87.69,,,,,,,2,2,Appartement,89,4,,,,,,2.218571,48.86427
2025-1186601,2025-07-16,000001,Vente,485000,116,,BD HENRI SELLIER,4440,92150,92073,Suresnes,92,,,92073000AE0009,,,45,,7,87.69,,,,,,,2,3,Dépendance,,0,,,,,,2.218571,48.86427
2025-1186602,2025-07-17,000001,Vente,934710,18,,AV COLOMBIER BERNARD,1475,92250,92035,La Garenne-Colombes,92,,,920350000H0337,,,,,,,,,,,,,0,1,Maison,117,5,S,sols,,,157,2.240777,48.903305
2025-1186602,2025-07-17,000001,Vente,934710,18,,AV COLOMBIER BERNARD,1475,92250,92035,La Garenne-Colombes,92,,,920350000H0337,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,157,2.240777,48.903305
2025-1186603,2025-07-18,000001,Vente,971370,14,,RUE DES LANDES,2190,92500,92063,Rueil-Malmaison,92,,,92063000AL0123,,,,,,,,,,,,,0,1,Maison,57,3,S,sols,,,390,2.21247,48.870314
2025-1186604,2025-07-15,000001,Vente,184300,52,,RUE ROUGET DE L ISLE,8160,92150,92073,Suresnes,92,,,920730000O0124,,,123,,85,31.45,,,,,,,2,2,Appartement,31,1,,,,,,2.233158,48.877739
2025-1186604,2025-07-15,000001,Vente,184300,52,,RUE ROUGET DE L ISLE,8160,92150,92073,Suresnes,92,,,920730000O0124,,,123,,85,31.45,,,,,,,2,3,Dépendance,,0,,,,,,2.233158,48.877739
2025-1186605,2025-07-24,000001,Vente en l'état futur d'achèvement,216114,,,,,,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,10095,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-1186605,2025-07-24,000001,Vente en l'état futur d'achèvement,216114,,,,,,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11104,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-1186606,2025-06-26,000001,Vente,287590,3,,QUAI DU DOCTEUR DERVAUX,2572,92600,92004,Asnières-sur-Seine,92,,,92004000AP0101,,,12,40.07,167,,,,,,,,2,2,Appartement,40,2,,,,,,2.283563,48.90339
2025-1186607,2025-06-30,000001,Echange,12000,9001,,IMMEUBLE LE ZODIAQUE,A140,92400,92026,Courbevoie,92,,,92026000AI0012,,,927,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.251473,48.895684
2025-1186608,2025-06-30,000001,Vente,100000,358,B,RUE GABRIEL PERI,4115,92700,92025,Colombes,92,,,92025000BG0262,,,,,,,,,,,,,0,,,,,S,sols,,,332,2.234191,48.916918
2025-1186609,2025-07-16,000001,Vente,180037,211,,RUE DU MENIL,6211,92600,92004,Asnières-sur-Seine,92,,,920040000J0269,,,171,38.65,172,,,,,,,,2,3,Dépendance,,0,,,,,,2.276443,48.924298
2025-1186609,2025-07-16,000001,Vente,180037,209,B,RUE DU MENIL,6211,92600,92004,Asnières-sur-Seine,92,,,920040000J0269,,,487,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.276443,48.924298
2025-1186609,2025-07-16,000001,Vente,180037,211,,RUE DU MENIL,6211,92600,92004,Asnières-sur-Seine,92,,,920040000J0269,,,171,38.65,172,,,,,,,,2,2,Appartement,38,1,,,,,,2.276443,48.924298
2025-1186610,2025-07-23,000001,Vente,380420,5,,ALL DE LA CASCADE,0533,92500,92063,Rueil-Malmaison,92,,,92063000BD0345,,,791,,816,64.85,,,,,,,2,2,Appartement,64,3,,,,,,2.190875,48.86687
2025-1186610,2025-07-23,000001,Vente,380420,4,,ALL DE LA CASCADE,0533,92500,92063,Rueil-Malmaison,92,,,92063000BD0345,,,940,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.190875,48.86687
2025-1186610,2025-07-23,000001,Vente,380420,5,,ALL DE LA CASCADE,0533,92500,92063,Rueil-Malmaison,92,,,92063000BD0345,,,791,,816,64.85,,,,,,,2,3,Dépendance,,0,,,,,,2.190875,48.86687
2025-1186611,2025-06-30,000001,Vente,970000,160,,AV CHARLES DE GAULLE,1436,92200,92051,Neuilly-sur-Seine,92,,,92051000AK0072,,,24,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.261893,48.884858
2025-1186611,2025-06-30,000001,Vente,970000,160,,AV CHARLES DE GAULLE,1436,92200,92051,Neuilly-sur-Seine,92,,,92051000AK0072,,,5,117.85,,,,,,,,,1,2,Appartement,121,5,,,,,,2.261893,48.884858
2025-1186612,2025-07-11,000001,Vente,2249642.2,30,,RUE GASCOGNE,1510,92500,92063,Rueil-Malmaison,92,,,92063000BN0108,,,,,,,,,,,,,0,,,,,S,sols,,,436,2.171847,48.866061
2025-1186612,2025-07-11,000001,Vente,2249642.2,32,,RUE GASCOGNE,1510,92500,92063,Rueil-Malmaison,92,,,92063000BN0303,,,,,,,,,,,,,0,1,Maison,311,7,S,sols,,,567,2.171617,48.865902
2025-1186612,2025-07-11,000001,Vente,2249642.2,32,,RUE GASCOGNE,1510,92500,92063,Rueil-Malmaison,92,,,92063000BN0303,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,567,2.171617,48.865902
2025-1186612,2025-07-11,000001,Vente,2249642.2,32,,RUE GASCOGNE,1510,92500,92063,Rueil-Malmaison,92,,,92063000BN0303,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,567,2.171617,48.865902
2025-1186612,2025-07-11,000001,Vente,2249642.2,32,,RUE GASCOGNE,1510,92500,92063,Rueil-Malmaison,92,,,92063000BN0303,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,567,2.171617,48.865902
2025-1186613,2025-06-30,000001,Vente,941000,204,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0286,,,1546,,505,289.57,,,,,,,2,4,Local industriel. commercial ou assimilé,325,0,,,,,,2.334307,48.934052
2025-1186613,2025-06-30,000001,Vente,941000,204,,BD GALLIENI,4115,92390,92078,Villeneuve-la-Garenne,92,,,920780000I0286,,,1546,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334307,48.934052
2025-1186614,2025-06-30,000001,Vente,1383000,61,,BD D INKERMANN,4650,92200,92051,Neuilly-sur-Seine,92,,,920510000R0021,,,64,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.275726,48.889455
2025-1186614,2025-06-30,000001,Vente,1383000,61,,BD D INKERMANN,4650,92200,92051,Neuilly-sur-Seine,92,,,920510000R0021,,,91,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.275726,48.889455
2025-1186614,2025-06-30,000001,Vente,1383000,61,,BD D INKERMANN,4650,92200,92051,Neuilly-sur-Seine,92,,,920510000R0021,,,12,129.01,40,,,,,,,,2,2,Appartement,118,4,,,,,,2.275726,48.889455
2025-1186614,2025-06-30,000001,Vente,1383000,61,,BD D INKERMANN,4650,92200,92051,Neuilly-sur-Seine,92,,,920510000R0021,,,12,129.01,40,,,,,,,,2,3,Dépendance,,0,,,,,,2.275726,48.889455
2025-1186615,2025-07-21,000001,Vente,702520,61,,BD BINEAU,0645,92200,92051,Neuilly-sur-Seine,92,,,920510000Y0025,,,4,64.3,,,,,,,,,1,2,Appartement,65,2,,,,,,2.281362,48.886523
2025-1186615,2025-07-21,000001,Vente,702520,61,,BD BINEAU,0645,92200,92051,Neuilly-sur-Seine,92,,,920510000Y0025,,,4,64.3,,,,,,,,,1,3,Dépendance,,0,,,,,,2.281362,48.886523
2025-1186615,2025-07-21,000001,Vente,702520,61,,BD BINEAU,0645,92200,92051,Neuilly-sur-Seine,92,,,920510000Y0025,,,4,64.3,,,,,,,,,1,3,Dépendance,,0,,,,,,2.281362,48.886523
2025-1186616,2025-07-25,000001,Vente,1211600,12,,RUE BEQUET,0280,92500,92063,Rueil-Malmaison,92,,,92063000AR0559,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,216,2.182266,48.879303
2025-1186616,2025-07-25,000001,Vente,1211600,12,,RUE BEQUET,0280,92500,92063,Rueil-Malmaison,92,,,92063000AR0559,,,,,,,,,,,,,0,1,Maison,125,6,S,sols,,,216,2.182266,48.879303
2025-1186617,2025-07-25,000001,Vente,835000,12,,AV VICTOR HUGO,3750,92500,92063,Rueil-Malmaison,92,,,92063000AE0915,,,,,,,,,,,,,0,1,Maison,75,4,S,sols,,,288,2.17939,48.883911
2025-1186618,2025-07-21,000001,Vente,777750,58,,AV DU ROULE,8150,92200,92051,Neuilly-sur-Seine,92,,,920510000U0188,,,526,,605,,,,,,,,2,3,Dépendance,,0,,,,,,2.277119,48.883238
2025-1186618,2025-07-21,000001,Vente,777750,58,,AV DU ROULE,8150,92200,92051,Neuilly-sur-Seine,92,,,920510000U0188,,,526,,605,,,,,,,,2,2,Appartement,69,3,,,,,,2.277119,48.883238
2025-1186618,2025-07-21,000001,Vente,777750,58,,AV DU ROULE,8150,92200,92051,Neuilly-sur-Seine,92,,,920510000U0188,,,442,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.277119,48.883238
2025-1186618,2025-07-21,000001,Vente,777750,58,,AV DU ROULE,8150,92200,92051,Neuilly-sur-Seine,92,,,920510000U0188,,,441,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.277119,48.883238
2025-1186619,2025-07-10,000001,Vente,29313658,2,,RUE DES FUSILLES DE LA RESIST,3590,92800,92062,Puteaux,92,,,920620000H0223,,1,,,,,,,,,,,0,,,,,,,,,,2.226186,48.884821
2025-1186619,2025-07-10,000001,Vente,29313658,,,RPT DES BERGERES,0642,92800,92062,Puteaux,92,,,920620000H0240,,1,,,,,,,,,,,0,,,,,,,,,,2.227315,48.884531
2025-1186619,2025-07-10,000001,Vente,29313658,,,RPT DES BERGERES,0642,92800,92062,Puteaux,92,,,920620000H0240,,2,,,,,,,,,,,0,,,,,,,,,,2.227315,48.884531
2025-1186620,2025-07-02,000001,Vente,536000,129,,BD JEAN JAURES,4730,92110,92024,Clichy,92,,,920240000C0020,,,18,65.64,,,,,,,,,1,2,Appartement,65,3,,,,,,2.301021,48.905594
2025-1186620,2025-07-02,000001,Vente,536000,45,,RUE PIERRE BEREGOVOY,7162,92110,92024,Clichy,92,,,920240000C0020,,,302,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301021,48.905594
2025-1186621,2025-07-10,000001,Vente,348000,18,,RUE GRAMME,4180,92270,92009,Bois-Colombes,92,,,920090000B0079,,,267,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.275025,48.923641
2025-1186621,2025-07-10,000001,Vente,348000,12,,RUE GRAMME,4180,92270,92009,Bois-Colombes,92,,,920090000B0079,,,152,63.75,,,,,,,,,1,2,Appartement,66,3,,,,,,2.275025,48.923641
2025-1186622,2025-07-25,000001,Vente,488000,65,,QUAI MARECHAL JOFFRE,6125,92400,92026,Courbevoie,92,,,92026000BG0144,,,67,62.66,99,,,,,,,,2,3,Dépendance,,0,,,,,,2.274506,48.900688
2025-1186622,2025-07-25,000001,Vente,488000,65,,QUAI MARECHAL JOFFRE,6125,92400,92026,Courbevoie,92,,,92026000BG0144,,,67,62.66,99,,,,,,,,2,3,Dépendance,,0,,,,,,2.274506,48.900688
2025-1186622,2025-07-25,000001,Vente,488000,65,,QUAI MARECHAL JOFFRE,6125,92400,92026,Courbevoie,92,,,92026000BG0144,,,67,62.66,99,,,,,,,,2,3,Dépendance,,0,,,,,,2.274506,48.900688
2025-1186622,2025-07-25,000001,Vente,488000,65,,QUAI MARECHAL JOFFRE,6125,92400,92026,Courbevoie,92,,,92026000BG0144,,,67,62.66,99,,,,,,,,2,2,Appartement,64,3,,,,,,2.274506,48.900688
2025-1186622,2025-07-25,000001,Vente,488000,63,,QUAI MARECHAL JOFFRE,6125,92400,92026,Courbevoie,92,,,92026000BG0144,,,25,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.274506,48.900688
2025-1186623,2025-07-22,000001,Vente,309000,12,,RUE DE L ABREUVOIR,0009,92400,92026,Courbevoie,92,,,92026000AG0164,,,2324,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.255086,48.891904
2025-1186623,2025-07-22,000001,Vente,309000,6,,RUE VICTOR HUGO,9641,92400,92026,Courbevoie,92,,,92026000AG0164,,,2527,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.255086,48.891904
2025-1186623,2025-07-22,000001,Vente,309000,12,,RUE DE L ABREUVOIR,0009,92400,92026,Courbevoie,92,,,92026000AG0164,,,2152,47.5,,,,,,,,,1,2,Appartement,49,2,,,,,,2.255086,48.891904
2025-1186623,2025-07-22,000001,Vente,309000,8,,RUE DE L ABREUVOIR,0009,92400,92026,Courbevoie,92,,,92026000AG0164,,,2526,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.255086,48.891904
2025-1186624,2025-07-09,000001,Vente,337800,67,,RUE DU DOCTEUR GUIONIS,1090,92500,92063,Rueil-Malmaison,92,,,92063000AE0180,,,143,73.75,144,,,,,,,,2,2,Appartement,72,5,,,,,,2.182298,48.885904
2025-1186624,2025-07-09,000001,Vente,337800,67,,RUE DU DOCTEUR GUIONIS,1090,92500,92063,Rueil-Malmaison,92,,,92063000AE0180,,,143,73.75,144,,,,,,,,2,3,Dépendance,,0,,,,,,2.182298,48.885904
2025-1186625,2025-07-03,000001,Vente,253000,41,,AV HENRI BARBUSSE,4442,92700,92025,Colombes,92,,,92025000AF0176,,,48,,,,,,,,,,1,2,Appartement,69,3,,,,,,2.253079,48.920223
2025-1186625,2025-07-03,000001,Vente,253000,41,,AV HENRI BARBUSSE,4442,92700,92025,Colombes,92,,,92025000AF0176,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.253079,48.920223
2025-1186625,2025-07-03,000001,Vente,253000,41,,AV HENRI BARBUSSE,4442,92700,92025,Colombes,92,,,92025000AF0176,,,42,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.253079,48.920223
