id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-1197854,2025-06-05,000001,Vente,350000,56,,AV DE LA DIVISION LECLERC,2510,92290,92019,Châtenay-Malabry,92,,,92019000AL0027,,,62,64.59,,,,,,,,,1,2,Appartement,64,3,,,,,,2.286349,48.762332
2025-1197854,2025-06-05,000001,Vente,350000,56,,AV DE LA DIVISION LECLERC,2510,92290,92019,Châtenay-Malabry,92,,,92019000AL0027,,,92,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.286349,48.762332
2025-1197855,2025-05-28,000001,Vente,490950,21,B,SEN DES GARMANTS,4136,92240,92046,Malakoff,92,,,920460000V0337,,,,,,,,,,,,,0,1,Maison,49,2,S,sols,,,129,2.27655,48.813101
2025-1197856,2025-05-28,000001,Vente,15000,12,,AV AUGUSTIN DUMONT,0085,92240,92046,Malakoff,92,,,920460000K0207,,,15,,20,,,,,,,,2,3,Dépendance,,0,,,,,,2.300327,48.818599
2025-1197857,2025-06-02,000001,Vente en l'état futur d'achèvement,480000,,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000L0106,,,238,,,,,,,,,,1,,,,,,,,,,2.309056,48.801
2025-1197857,2025-06-02,000001,Vente en l'état futur d'achèvement,480000,,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000L0106,,,236,,,,,,,,,,1,,,,,,,,,,2.309056,48.801
2025-1197857,2025-06-02,000001,Vente en l'état futur d'achèvement,480000,,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000L0106,,,132,,,,,,,,,,1,,,,,,,,,,2.309056,48.801
2025-1197858,2025-05-28,000001,Vente,1250000,19,,RUE DE MALABRY,6120,92350,92060,Le Plessis-Robinson,92,,,920600000P0030,,,,,,,,,,,,,0,1,Maison,260,5,AG,terrains d'agrément,,,1000,2.266083,48.776934
2025-1197858,2025-05-28,000001,Vente,1250000,19,,RUE DE MALABRY,6120,92350,92060,Le Plessis-Robinson,92,,,920600000P0030,,,,,,,,,,,,,0,1,Maison,260,5,S,sols,,,279,2.266083,48.776934
2025-1197859,2025-06-11,000001,Vente,6000,118,,AV JEAN JAURES,4720,92120,92049,Montrouge,92,,,920490000X0079,,,391,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.305777,48.813509
2025-1197860,2025-06-10,000001,Vente en l'état futur d'achèvement,422000,,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000L0106,,,263,,,,,,,,,,1,,,,,,,,,,2.309056,48.801
2025-1197860,2025-06-10,000001,Vente en l'état futur d'achèvement,422000,,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000L0106,,,134,,,,,,,,,,1,,,,,,,,,,2.309056,48.801
2025-1197861,2025-06-09,000001,Vente,362000,40,B,RUE FOUCHER LEPELLETIER,3555,92130,92040,Issy-les-Moulineaux,92,,,92040000AB0125,,,1077,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.281653,48.828802
2025-1197861,2025-06-09,000001,Vente,362000,3,,RUE PARMENTIER,7110,92130,92040,Issy-les-Moulineaux,92,,,92040000AB0125,,,1312,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.281653,48.828802
2025-1197861,2025-06-09,000001,Vente,362000,3,,RUE PARMENTIER,7110,92130,92040,Issy-les-Moulineaux,92,,,92040000AB0125,,,1235,,,,,,,,,,1,2,Appartement,62,3,,,,,,2.281653,48.828802
2025-1197862,2025-06-06,000001,Vente en l'état futur d'achèvement,482000,,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000L0106,,,147,,,,,,,,,,1,2,Appartement,97,4,,,,,,2.309056,48.801
2025-1197862,2025-06-06,000001,Vente en l'état futur d'achèvement,482000,,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000L0106,,,253,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.309056,48.801
2025-1197862,2025-06-06,000001,Vente en l'état futur d'achèvement,482000,,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000L0106,,,254,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.309056,48.801
2025-1197863,2025-06-11,000001,Vente,597590,3,,RUE DES PINS MOISY,1830,92190,92048,Meudon,92,,,92048000AD0416,,,1,,14,,,,,,,,2,3,Dépendance,,0,,,,,,2.231885,48.815799
2025-1197863,2025-06-11,000001,Vente,597590,3,,RUE DES PINS MOISY,1830,92190,92048,Meudon,92,,,92048000AD0416,,,1,,14,,,,,,,,2,2,Appartement,96,4,,,,,,2.231885,48.815799
2025-1197863,2025-06-11,000001,Vente,597590,3,,RUE DES PINS MOISY,1830,92190,92048,Meudon,92,,,92048000AD0416,,,52,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.231885,48.815799
2025-1197864,2025-06-11,000001,Vente en l'état futur d'achèvement,327000,381,,AV DU GAL DE GAULLE,4152,92140,92023,Clamart,92,,,92023000BJ0223,,,2009,,,,,,,,,,1,,,,,,,,,,2.244466,48.781046
2025-1197864,2025-06-11,000001,Vente en l'état futur d'achèvement,327000,381,,AV DU GAL DE GAULLE,4152,92140,92023,Clamart,92,,,92023000BJ0223,,,7059,,,,,,,,,,1,,,,,,,,,,2.244466,48.781046
2025-1197865,2025-06-13,000001,Vente,255000,10,,AV DU CHATEAU,0570,92190,92048,Meudon,92,,,92048000AD0369,,,11,,19,,,,,,,,2,3,Dépendance,,0,,,,,,2.229664,48.816046
2025-1197865,2025-06-13,000001,Vente,255000,10,,AV DU CHATEAU,0570,92190,92048,Meudon,92,,,92048000AD0369,,,11,,19,,,,,,,,2,2,Appartement,42,2,,,,,,2.229664,48.816046
2025-1197866,2025-05-21,000001,Vente en l'état futur d'achèvement,591560,,,LE PETIT CHATENAY,B029,92290,92019,Châtenay-Malabry,92,,,92019000AL0076,,,91,,,,,,,,,,1,2,Appartement,91,4,,,,,,2.286575,48.762687
2025-1197866,2025-05-21,000001,Vente en l'état futur d'achèvement,591560,,,LE PETIT CHATENAY,B029,92290,92019,Châtenay-Malabry,92,,,92019000AL0076,,,190,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.286575,48.762687
2025-1197867,2025-06-10,000001,Vente en l'état futur d'achèvement,607000,4,,RLE DES CHAMPARTS,1435,92260,92032,Fontenay-aux-Roses,92,,,920320000D0056,,,86,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.284214,48.795267
2025-1197867,2025-06-10,000001,Vente en l'état futur d'achèvement,607000,4,,RLE DES CHAMPARTS,1435,92260,92032,Fontenay-aux-Roses,92,,,920320000D0056,,,85,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.284214,48.795267
2025-1197867,2025-06-10,000001,Vente en l'état futur d'achèvement,607000,4,,RLE DES CHAMPARTS,1435,92260,92032,Fontenay-aux-Roses,92,,,920320000D0056,,,55,,,,,,,,,,1,2,Appartement,95,4,,,,,,2.284214,48.795267
2025-1197868,2025-05-27,000001,Vente,135000,53,,AV RAYMOND ARON,8133,92160,92002,Antony,92,,,920020000A0241,,,76,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.310715,48.769031
2025-1197868,2025-05-27,000001,Vente,135000,53,,AV RAYMOND ARON,8133,92160,92002,Antony,92,,,920020000A0241,,,18,21,,,,,,,,,1,2,Appartement,22,1,,,,,,2.310715,48.769031
2025-1197869,2025-05-22,000001,Vente,185000,59,,AV ARISTIDE BRIAND,0045,92120,92049,Montrouge,92,,,920490000F0166,,,104,,23,26.52,,,,,,,2,3,Dépendance,,0,,,,,,2.326228,48.817022
2025-1197869,2025-05-22,000001,Vente,185000,59,,AV ARISTIDE BRIAND,0045,92120,92049,Montrouge,92,,,920490000F0166,,,104,,23,26.52,,,,,,,2,2,Appartement,26,1,,,,,,2.326228,48.817022
2025-1197870,2025-06-13,000001,Vente,395000,3,,RUE SAINT FIACRE,8155,92350,92060,Le Plessis-Robinson,92,,,920600000S0103,,,125,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.256598,48.777347
2025-1197870,2025-06-13,000001,Vente,395000,3,,RUE SAINT FIACRE,8155,92350,92060,Le Plessis-Robinson,92,,,920600000S0103,,,23,,48,,,,,,,,2,2,Appartement,67,3,,,,,,2.256598,48.777347
2025-1197870,2025-06-13,000001,Vente,395000,3,,RUE SAINT FIACRE,8155,92350,92060,Le Plessis-Robinson,92,,,920600000S0103,,,23,,48,,,,,,,,2,3,Dépendance,,0,,,,,,2.256598,48.777347
2025-1197871,2025-05-27,000001,Vente en l'état futur d'achèvement,608392,187,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000N0003,,,173,,,,,,,,,,1,,,,,,,,,,2.312376,48.804508
2025-1197871,2025-05-27,000001,Vente en l'état futur d'achèvement,608392,187,,AV HENRI RAVERA,4451,92220,92007,Bagneux,92,,,920070000N0003,,,137,,,,,,,,,,1,,,,,,,,,,2.312376,48.804508
2025-1197872,2025-05-26,000001,Vente,240000,138,,RUE DE PARIS,7130,92100,92012,Boulogne-Billancourt,92,,,920120000M0045,,,26,25.9,47,,,,,,,,2,2,Appartement,25,2,,,,,,2.23664,48.841824
2025-1197873,2025-06-13,000001,Vente,425000,9,,RUE ERNEST RENAN,3170,92130,92040,Issy-les-Moulineaux,92,,,92040000AC0066,,,372,,511,61.52,,,,,,,2,2,Appartement,60,3,,,,,,2.283592,48.828865
2025-1197873,2025-06-13,000001,Vente,425000,9,,RUE ERNEST RENAN,3170,92130,92040,Issy-les-Moulineaux,92,,,92040000AC0066,,,372,,511,61.52,,,,,,,2,3,Dépendance,,0,,,,,,2.283592,48.828865
2025-1197874,2025-06-06,000001,Vente en l'état futur d'achèvement,390000,15,,AV DESCARTES,1920,92350,92060,Le Plessis-Robinson,92,,,920600000Y0021,,,36,,,,,,,,,,1,,,,,,,,,,2.242587,48.776818
2025-1197874,2025-06-06,000001,Vente en l'état futur d'achèvement,390000,15,,AV DESCARTES,1920,92350,92060,Le Plessis-Robinson,92,,,920600000Y0021,,,190,,,,,,,,,,1,,,,,,,,,,2.242587,48.776818
2025-1197875,2025-06-10,000002,Vente,95000,26,,RUE DU COLONEL CANDELOT,1470,92340,92014,Bourg-la-Reine,92,,,920140000M0290,,,,,,,,,,,,,0,,,,,S,sols,,,76,2.309167,48.779604
2025-1197876,2025-06-02,000001,Vente en l'état futur d'achèvement,25000,63,,AV DIVISION LECLERC,2520,92160,92002,Antony,92,,,92002000BZ0364,,,95,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.304393,48.747905
2025-1197877,2025-06-02,000001,Vente,285000,5,,RUE EDOUARD DETAILLE,3115,92100,92012,Boulogne-Billancourt,92,,,920120000X0111,,,14,38.5,,,,,,,,,1,3,Dépendance,,0,,,,,,2.249948,48.838323
2025-1197877,2025-06-02,000001,Vente,285000,5,,RUE EDOUARD DETAILLE,3115,92100,92012,Boulogne-Billancourt,92,,,920120000X0111,,,14,38.5,,,,,,,,,1,2,Appartement,37,2,,,,,,2.249948,48.838323
2025-1197878,2025-05-30,000001,Vente en l'état futur d'achèvement,562000,169,,AV DU GEN DE GAULLE,4127,92170,92075,Vanves,92,,,920750000R0026,,,54,,,,,,,,,,1,,,,,,,,,,2.274505,48.81541
2025-1197878,2025-05-30,000001,Vente en l'état futur d'achèvement,562000,169,,AV DU GEN DE GAULLE,4127,92170,92075,Vanves,92,,,920750000R0026,,,133,,,,,,,,,,1,,,,,,,,,,2.274505,48.81541
2025-1197879,2025-06-04,000001,Vente,350950,2,,RUE BOURGNEUF,0740,92160,92002,Antony,92,,,92002000AI0082,,,103,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.297217,48.752045
2025-1197879,2025-06-04,000001,Vente,350950,4,,RUE BOURGNEUF,0740,92160,92002,Antony,92,,,92002000AI0082,,,171,,40,46.35,,,,,,,2,2,Appartement,49,2,,,,,,2.297217,48.752045
2025-1197879,2025-06-04,000001,Vente,350950,4,,RUE BOURGNEUF,0740,92160,92002,Antony,92,,,92002000AI0082,,,171,,40,46.35,,,,,,,2,3,Dépendance,,0,,,,,,2.297217,48.752045
2025-1197880,2025-06-13,000001,Vente,791700,26,,RUE AUBER,0085,92120,92049,Montrouge,92,,,920490000U0034,,,30,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.312544,48.811985
2025-1197880,2025-06-13,000001,Vente,791700,26,,RUE AUBER,0085,92120,92049,Montrouge,92,,,920490000U0034,,,3,106.04,50,,,,,,,,2,3,Dépendance,,0,,,,,,2.312544,48.811985
2025-1197880,2025-06-13,000001,Vente,791700,26,,RUE AUBER,0085,92120,92049,Montrouge,92,,,920490000U0034,,,53,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.312544,48.811985
2025-1197880,2025-06-13,000001,Vente,791700,26,,RUE AUBER,0085,92120,92049,Montrouge,92,,,920490000U0034,,,3,106.04,50,,,,,,,,2,2,Appartement,103,5,,,,,,2.312544,48.811985
2025-1197881,2025-06-04,000001,Vente,660000,27,,AV DU ONZE NOVEMBRE 1918,1800,92190,92048,Meudon,92,,,92048000AB0240,,,345,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.222906,48.817938
2025-1197881,2025-06-04,000001,Vente,660000,27,,AV DU ONZE NOVEMBRE 1918,1800,92190,92048,Meudon,92,,,92048000AB0240,,,309,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.222906,48.817938
2025-1197881,2025-06-04,000001,Vente,660000,27,,AV DU ONZE NOVEMBRE 1918,1800,92190,92048,Meudon,92,,,92048000AB0240,,,27,,4,114.81,,,,,,,2,2,Appartement,122,6,,,,,,2.222906,48.817938
2025-1197881,2025-06-04,000001,Vente,660000,27,,AV DU ONZE NOVEMBRE 1918,1800,92190,92048,Meudon,92,,,92048000AB0240,,,27,,4,114.81,,,,,,,2,3,Dépendance,,0,,,,,,2.222906,48.817938
2025-1197882,2025-06-13,000001,Vente,83325,84,,AV DE LA DIVISION LECLERC,2510,92290,92019,Châtenay-Malabry,92,,,92019000AL0008,,,170,,25,42.94,,,,,,,2,2,Appartement,43,2,,,,,,2.283441,48.76267
2025-1197882,2025-06-13,000001,Vente,83325,84,,AV DE LA DIVISION LECLERC,2510,92290,92019,Châtenay-Malabry,92,,,92019000AL0008,,,170,,25,42.94,,,,,,,2,3,Dépendance,,0,,,,,,2.283441,48.76267
2025-1197882,2025-06-13,000001,Vente,83325,94,,AV DE LA DIVISION LECLERC,2510,92290,92019,Châtenay-Malabry,92,,,92019000AL0008,,,79,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.283441,48.76267
2025-1197883,2025-06-10,000001,Vente en l'état futur d'achèvement,25000,57,,AV DU GAL LECLERC,4150,92350,92060,Le Plessis-Robinson,92,,,920600000H0106,,,85,,,,,,,,,,1,,,,,,,,,,2.267597,48.783636
2025-1197884,2025-06-06,000001,Vente,900000,14,,RUE DU JUBILE,4770,92160,92002,Antony,92,,,92002000AH0133,,,,,,,,,,,,,0,1,Maison,144,6,S,sols,,,254,2.294507,48.751074
2025-1197885,2025-05-27,000001,Vente,560000,22,,AV PIERRE LEFAUCHEUX,5125,92100,92012,Boulogne-Billancourt,92,,,92012000BD0152,,,7048,60.15,,,,,,,,,1,2,Appartement,60,3,,,,,,2.241192,48.825298
2025-1197885,2025-05-27,000001,Vente,560000,31,,RUE MARCEL BONTEMPS,0759,92100,92012,Boulogne-Billancourt,92,,,92012000BD0152,,,1179,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.241192,48.825298
2025-1197886,2025-06-03,000001,Vente,348000,7,,RUE GEORGES CHARPAK,4164,92160,92002,Antony,92,,,92002000BY0112,,,252,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.318621,48.748854
2025-1197886,2025-06-03,000001,Vente,348000,7,,RUE GEORGES CHARPAK,4164,92160,92002,Antony,92,,,92002000BY0112,,,104,,,,,,,,,,1,2,Appartement,77,4,,,,,,2.318621,48.748854
2025-1197887,2025-06-03,000001,Vente,207500,20,B,RUE ALPHONSE PLUCHET,0030,92220,92007,Bagneux,92,,,920070000F0076,,,358,47.71,414,,,,,,,,2,3,Dépendance,,0,,,,,,2.299257,48.798146
2025-1197887,2025-06-03,000001,Vente,207500,20,B,RUE ALPHONSE PLUCHET,0030,92220,92007,Bagneux,92,,,920070000F0076,,,358,47.71,414,,,,,,,,2,2,Appartement,48,3,,,,,,2.299257,48.798146
2025-1197888,2025-05-27,000001,Vente,590000,8,,RUE D ISSY,4660,92100,92012,Boulogne-Billancourt,92,,,92012000BF0095,,,27,63.35,85,,,,,,,,2,2,Appartement,66,3,,,,,,2.245016,48.829544
2025-1197888,2025-05-27,000001,Vente,590000,8,,RUE D ISSY,4660,92100,92012,Boulogne-Billancourt,92,,,92012000BF0095,,,216,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245016,48.829544
2025-1197888,2025-05-27,000001,Vente,590000,8,,RUE D ISSY,4660,92100,92012,Boulogne-Billancourt,92,,,92012000BF0095,,,27,63.35,85,,,,,,,,2,3,Dépendance,,0,,,,,,2.245016,48.829544
2025-1197889,2025-06-02,000001,Vente,548530,34,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000M0072,,,6,56.12,,,,,,,,,1,3,Dépendance,,0,,,,,,2.238126,48.842481
2025-1197889,2025-06-02,000001,Vente,548530,34,,BD JEAN JAURES,4740,92100,92012,Boulogne-Billancourt,92,,,920120000M0072,,,6,56.12,,,,,,,,,1,2,Appartement,65,3,,,,,,2.238126,48.842481
2025-1197890,2025-05-28,000001,Vente,140000,17,,BD RODIN,8130,92130,92040,Issy-les-Moulineaux,92,,,92040000AI0041,,,18,17.9,,,,,,,,,1,2,Appartement,22,1,,,,,,2.261782,48.820048
2025-1197891,2025-06-10,000001,Vente,335000,16,,RUE DE LA MAISON ROUGE,1555,92190,92048,Meudon,92,,,92048000AP0303,,,21,56.21,67,,,,,,,,2,3,Dépendance,,0,,,,,,2.236767,48.809851
2025-1197891,2025-06-10,000001,Vente,335000,16,,RUE DE LA MAISON ROUGE,1555,92190,92048,Meudon,92,,,92048000AP0303,,,21,56.21,67,,,,,,,,2,2,Appartement,56,3,,,,,,2.236767,48.809851
2025-1197892,2025-06-06,000001,Vente,19000,5,,RUE SERVIEN,2340,92190,92048,Meudon,92,,,92048000AP0143,,,45,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.239785,48.807724
2025-1197893,2025-06-10,000001,Vente,545500,8,,AV JEAN MONNET,4731,92160,92002,Antony,92,,,92002000AM0070,,,508,99.37,548,,,,,,,,2,2,Appartement,100,4,,,,,,2.303176,48.749719
2025-1197893,2025-06-10,000001,Vente,545500,8,,AV JEAN MONNET,4731,92160,92002,Antony,92,,,92002000AM0070,,,508,99.37,548,,,,,,,,2,3,Dépendance,,0,,,,,,2.303176,48.749719
2025-1197893,2025-06-10,000001,Vente,545500,10,,AV JEAN MONNET,4731,92160,92002,Antony,92,,,92002000AM0070,,,524,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.303176,48.749719
2025-1197894,2025-05-22,000001,Vente,42000,35,B,RUE DES LONGS PRES,5170,92100,92012,Boulogne-Billancourt,92,,,92012000BL0196,,,8372,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.248299,48.83076
2025-1197895,2025-05-19,000001,Vente,475000,36,,RUE CARNOT,0190,92370,92022,Chaville,92,,,92022000AC0627,,,9,105.57,90,,,,,,,,2,2,Appartement,106,5,,,,,,2.187213,48.812758
2025-1197895,2025-05-19,000001,Vente,475000,36,,RUE CARNOT,0190,92370,92022,Chaville,92,,,92022000AC0627,,,188,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.187213,48.812758
2025-1197895,2025-05-19,000001,Vente,475000,36,,RUE CARNOT,0190,92370,92022,Chaville,92,,,92022000AC0627,,,9,105.57,90,,,,,,,,2,3,Dépendance,,0,,,,,,2.187213,48.812758
2025-1197896,2025-05-23,000001,Vente,280000,2,,RUE STALINGRAD,1080,92370,92022,Chaville,92,,,92022000AE0038,,,294,78.71,317,,,,,,,,2,2,Appartement,79,4,,,,,,2.19247,48.80959
2025-1197896,2025-05-23,000001,Vente,280000,2,,RUE DU GROS CHENE,0520,92370,92022,Chaville,92,,,92022000AE0038,,,468,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.19247,48.80959
2025-1197896,2025-05-23,000001,Vente,280000,2,,RUE DU GROS CHENE,0520,92370,92022,Chaville,92,,,92022000AE0038,,,547,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.19247,48.80959
2025-1197896,2025-05-23,000001,Vente,280000,2,,RUE STALINGRAD,1080,92370,92022,Chaville,92,,,92022000AE0038,,,294,78.71,317,,,,,,,,2,3,Dépendance,,0,,,,,,2.19247,48.80959
2025-1197896,2025-05-23,000001,Vente,280000,2,,RUE STALINGRAD,1080,92370,92022,Chaville,92,,,92022000AE0038,,,294,78.71,317,,,,,,,,2,3,Dépendance,,0,,,,,,2.19247,48.80959
2025-1197897,2025-05-28,000001,Vente,130000,17,,BD RODIN,8130,92130,92040,Issy-les-Moulineaux,92,,,92040000AI0041,,,17,,,,,,,,,,1,2,Appartement,22,1,,,,,,2.261782,48.820048
2025-1197898,2025-06-10,000001,Vente,100000,8,,RUE A DE MUSSET,0075,92360,92048,Meudon,92,,,92048000AR0041,,,57,,78,65.22,,,,,,,2,2,Appartement,63,3,,,,,,2.231004,48.785296
2025-1197898,2025-06-10,000001,Vente,100000,8,,RUE A DE MUSSET,0075,92360,92048,Meudon,92,,,92048000AR0041,,,57,,78,65.22,,,,,,,2,3,Dépendance,,0,,,,,,2.231004,48.785296
2025-1197899,2025-06-11,000001,Vente,355000,135,,AV HENRI GINOUX,4140,92120,92049,Montrouge,92,,,920490000O0123,,,56,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.319169,48.812033
2025-1197899,2025-06-11,000001,Vente,355000,135,,AV HENRI GINOUX,4140,92120,92049,Montrouge,92,,,920490000O0123,,,26,45.63,,,,,,,,,1,2,Appartement,45,2,,,,,,2.319169,48.812033
2025-1197900,2025-05-30,000001,Vente en l'état futur d'achèvement,490000,169,,AV DU GEN DE GAULLE,4127,92170,92075,Vanves,92,,,920750000R0026,,,13,,,,,,,,,,1,,,,,,,,,,2.274505,48.81541
2025-1197900,2025-05-30,000001,Vente en l'état futur d'achèvement,490000,169,,AV DU GEN DE GAULLE,4127,92170,92075,Vanves,92,,,920750000R0026,,,111,,,,,,,,,,1,,,,,,,,,,2.274505,48.81541
2025-1197900,2025-05-30,000001,Vente en l'état futur d'achèvement,490000,169,,AV DU GEN DE GAULLE,4127,92170,92075,Vanves,92,,,920750000R0026,,,208,,,,,,,,,,1,,,,,,,,,,2.274505,48.81541
2025-1197901,2025-06-13,000001,Vente,319750,106,,AV ARISTIDE BRIAND,0045,92120,92049,Montrouge,92,,,920490000P0024,,,130,45.55,356,,,,,,,,2,3,Dépendance,,0,,,,,,2.325109,48.814152
2025-1197901,2025-06-13,000001,Vente,319750,106,,AV ARISTIDE BRIAND,0045,92120,92049,Montrouge,92,,,920490000P0024,,,130,45.55,356,,,,,,,,2,3,Dépendance,,0,,,,,,2.325109,48.814152
2025-1197901,2025-06-13,000001,Vente,319750,106,,AV ARISTIDE BRIAND,0045,92120,92049,Montrouge,92,,,920490000P0024,,,130,45.55,356,,,,,,,,2,2,Appartement,44,2,,,,,,2.325109,48.814152
2025-1197902,2025-06-04,000001,Vente,246000,139,,AV DE LA DIVISION LECLERC,2510,92290,92019,Châtenay-Malabry,92,,,92019000AQ0004,,,7,45.42,,,,,,,,,1,2,Appartement,46,2,,,,,,2.278449,48.762736
2025-1197902,2025-06-04,000001,Vente,246000,139,,AV DE LA DIVISION LECLERC,2510,92290,92019,Châtenay-Malabry,92,,,92019000AQ0004,,,101,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.278449,48.762736
2025-1197903,2025-06-03,000001,Vente,215000,6,,RUE DU SUD,8570,92160,92002,Antony,92,,,920020000N0024,,,615,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.307916,48.761541
2025-1197903,2025-06-03,000001,Vente,215000,6,,RUE DU SUD,8570,92160,92002,Antony,92,,,920020000N0024,,,559,32.57,658,,,,,,,,2,3,Dépendance,,0,,,,,,2.307916,48.761541
2025-1197903,2025-06-03,000001,Vente,215000,6,,RUE DU SUD,8570,92160,92002,Antony,92,,,920020000N0024,,,559,32.57,658,,,,,,,,2,2,Appartement,32,1,,,,,,2.307916,48.761541
2025-1197904,2025-06-06,000001,Vente,307900,103,,AV VERDIER,9625,92120,92049,Montrouge,92,,,920490000K0077,,,173,40.54,,,,,,,,,1,2,Appartement,40,2,,,,,,2.309488,48.815823
2025-1197905,2025-05-27,000001,Vente,1080000,5,,AV DE VERDUN,9630,92330,92071,Sceaux,92,,,920710000O0019,,,,,,,,,,,,,0,1,Maison,100,6,S,sols,,,508,2.29526,48.779351
2025-1197906,2025-05-30,000001,Vente,295000,17,,AV ARBLADE,0063,92240,92046,Malakoff,92,,,920460000J0001,,,9,56.25,,,,,,,,,1,2,Appartement,53,3,,,,,,2.291441,48.817675
2025-1197906,2025-05-30,000001,Vente,295000,17,,AV ARBLADE,0063,92240,92046,Malakoff,92,,,920460000J0001,,,9,56.25,,,,,,,,,1,3,Dépendance,,0,,,,,,2.291441,48.817675
2025-1197907,2025-06-16,000001,Vente,300000,8,,RUE SYLVINE CANDAS,8590,92120,92049,Montrouge,92,,,920490000B0008,,,1,,,,,,,,,,1,2,Appartement,50,2,,,,,,2.317603,48.81769
2025-1197907,2025-06-16,000001,Vente,300000,8,,RUE SYLVINE CANDAS,8590,92120,92049,Montrouge,92,,,920490000B0008,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.317603,48.81769
2025-1197908,2025-06-17,000001,Vente,251000,4,,RUE SADI CARNOT,8510,92120,92049,Montrouge,92,,,920490000C0028,,,5,31.8,,,,,,,,,1,2,Appartement,36,2,,,,,,2.321383,48.817315
2025-1197909,2025-06-11,000001,Vente,2685000,110,,AV PIERRE BROSSOLETTE,7142,92240,92046,Malakoff,92,,,920460000F0205,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,675,0,S,sols,,,383,2.30669,48.81715
2025-1197910,2025-06-13,000001,Vente en l'état futur d'achèvement,8000,230,,BD DU MOULIN DE LA TOUR,6275,92140,92023,Clamart,92,,,92023000AP0101,,,47,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.269046,48.790052
2025-1197911,2025-06-13,000001,Vente,160000,117,,AV DU GENERAL LECLERC,4125,92340,92014,Bourg-la-Reine,92,,,920140000O0066,,,20,,70,26.25,,,,,,,2,2,Appartement,31,1,,,,,,2.315467,48.778037
2025-1197912,2025-06-13,000001,Vente,20000,2,,QUAI MAUD FONTENOY,6153,92350,92060,Le Plessis-Robinson,92,,,920600000Y0091,,,228,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.244474,48.77663
2025-1197913,2025-05-19,000001,Vente,264500,11,,RUE VICTOR SCHOELCHER,9663,92160,92002,Antony,92,,,92002000BI0200,,,197,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.283636,48.736019
